Nom de la commune;Code Postal;Département
BELLANGE;57340;MOSELLE
BELLAVILLIERS;61360;ORNE
BELLE EGLISE;60540;OISE
BELLE ET HOULLEFORT;62142;PAS DE CALAIS
BELLE ISLE EN TERRE;22810;COTES D'ARMOR
BELLE PIERRE;97400;REUNION
BELLE ROCHE;57800;MOSELLE
BELLEAU;02400;AISNE
BELLEAU;54610;MEURTHE ET MOSELLE
BELLEBAT;33760;GIRONDE
BELLEBRUNE;62142;PAS DE CALAIS
BELLECHASSAGNE;19290;CORREZE
BELLECHAUME;89210;YONNE
BELLECOMBE;39310;JURA
BELLECOMBE EN BAUGES;73340;SAVOIE
BELLECOMBE TARENDOL;26110;DROME
BELLEFOND;33760;GIRONDE
BELLEFOND;21490;COTE D'OR
BELLEFONDS;86210;VIENNE
BELLEFONTAINE;50520;MANCHE
BELLEFONTAINE;97222;MARTINIQUE
BELLEFONTAINE;95270;VAL D'OISE
BELLEFONTAINE;88370;VOSGES
BELLEFONTAINE;39400;JURA
BELLEFOSSE;67130;BAS RHIN
BELLEGARDE;81430;TARN
BELLEGARDE;30127;GARD
BELLEGARDE;45270;LOIRET
BELLEGARDE;32140;GERS
BELLEGARDE DU RAZES;11240;AUDE
BELLEGARDE EN DIOIS;26470;DROME
BELLEGARDE EN FOREZ;42210;LOIRE
BELLEGARDE EN MARCHE;23190;CREUSE
BELLEGARDE POUSSIEU;38270;ISERE
BELLEGARDE STE MARIE;31530;HAUTE GARONNE
BELLEGARDE SUR VALSERINE;01200;AIN
BELLEHERBE;25380;DOUBS
BELLEMAGNY;68210;HAUT RHIN
BELLEME;61130;ORNE
BELLEMENE;97460;REUNION
BELLENAVES;03330;ALLIER
BELLENCOMBRE;76680;SEINE MARITIME
BELLENEUVE;21310;COTE D'OR
BELLENGLISE;02420;AISNE
BELLENGREVILLE;14370;CALVADOS
BELLENGREVILLE;76630;SEINE MARITIME
BELLENOD SUR SEINE;21510;COTE D'OR
BELLENOT SOUS POUILLY;21320;COTE D'OR
BELLENTRE;73210;SAVOIE
BELLERAY;55100;MEUSE
BELLERIVE SUR ALLIER;03700;ALLIER
BELLEROCHE;42670;LOIRE
BELLES FORETS;57930;MOSELLE
BELLESERRE;81540;TARN
BELLESSERRE;31480;HAUTE GARONNE
BELLEU;02200;AISNE
BELLEUSE;80160;SOMME
BELLEVAUX;74470;HAUTE SAVOIE
BELLEVESVRE;71270;SAONE ET LOIRE
BELLEVILLE;54940;MEURTHE ET MOSELLE
BELLEVILLE;69220;RHONE
BELLEVILLE;79360;DEUX SEVRES
BELLEVILLE EN CAUX;76890;SEINE MARITIME
BELLEVILLE ET CHATILLON S;08240;ARDENNES
BELLEVILLE SUR LOIRE;18240;CHER
BELLEVILLE SUR MER;76370;SEINE MARITIME
BELLEVILLE SUR MEUSE;55430;MEUSE
BELLEVILLE SUR VIE;85170;VENDEE
BELLEVUE;69440;RHONE
BELLEVUE LA MONTAGNE;43350;HAUTE LOIRE
BELLEY;01300;AIN
BELLEY;10410;AUBE
BELLEYDOUX;01130;AIN
BELLICOURT;02420;AISNE
BELLIGNAT;01810;AIN
BELLIGNE;44370;LOIRE ATLANTIQUE
BELLIGNIES;59570;NORD
BELLOC;09600;ARIEGE
BELLOC ST CLAMENS;32300;GERS
BELLOCQ;64270;PYRENEES ATLANTIQUES
BELLON;16210;CHARENTE
BELLONNE;62490;PAS DE CALAIS
BELLOT;77510;SEINE ET MARNE
BELLOU;14140;CALVADOS
BELLOU EN HOULME;61220;ORNE
BELLOU LE TRICHARD;61130;ORNE
BELLOU SUR HUISNE;61110;ORNE
BELLOY;60490;OISE
BELLOY EN FRANCE;95270;VAL D'OISE
BELLOY EN SANTERRE;80200;SOMME
BELLOY ST LEONARD;80270;SOMME
BELLOY SUR SOMME;80310;SOMME
BELLUIRE;17800;CHARENTE MARITIME
BELMESNIL;76590;SEINE MARITIME
BELMONT;67130;BAS RHIN
BELMONT;69380;RHONE
BELMONT;70270;HAUTE SAONE
BELMONT;25530;DOUBS
BELMONT;52500;HAUTE MARNE
BELMONT;32190;GERS
BELMONT;39380;JURA
BELMONT;38690;ISERE
BELMONT BRETENOUX;46130;LOT
BELMONT DE LA LOIRE;42670;LOIRE
BELMONT LES DARNEY;88260;VOSGES
BELMONT LUTHEZIEU;01260;AIN
BELMONT STE FOI;46230;LOT
BELMONT SUR BUTTANT;88600;VOSGES
BELMONT SUR RANCE;12370;AVEYRON
BELMONT SUR VAIR;88800;VOSGES
BELMONT TRAMONET;73330;SAVOIE
BELMONTET;46800;LOT
BELONCHAMP;70270;HAUTE SAONE
BELPECH;11420;AUDE
BELRAIN;55260;MEUSE
BELRUPT;88260;VOSGES
BELRUPT EN VERDUNOIS;55100;MEUSE
BELUS;40300;LANDES
BELVAL;88210;VOSGES
BELVAL;50210;MANCHE
BELVAL;08090;ARDENNES
BELVAL BOIS DES DAMES;08240;ARDENNES
BELVAL EN ARGONNE;51330;MARNE
BELVAL SOUS CHATILLON;51480;MARNE
BELVEDERE;06450;ALPES MARITIMES
BELVEDERE CAMPOMORO;20110;CORSE
BELVERNE;70400;HAUTE SAONE
BELVES;24170;DORDOGNE
BELVES DE CASTILLON;33350;GIRONDE
BELVEZE;82150;TARN ET GARONNE
BELVEZE DU RAZES;11240;AUDE
BELVEZET;30580;GARD
BELVEZET;48170;LOZERE
BELVIANES ET CAVIRAC;11500;AUDE
BELVIS;11340;AUDE
BELVOIR;25430;DOUBS
BELZ;56550;MORBIHAN
BEMECOURT;27160;EURE
BENAC;09000;ARIEGE
BENAC;65380;HAUTES PYRENEES
BENAGUES;09100;ARIEGE
BENAIS;37140;INDRE ET LOIRE
BENAIX;09300;ARIEGE
BENAMENIL;54450;MEURTHE ET MOSELLE
BENARVILLE;76110;SEINE MARITIME
BENASSAY;86470;VIENNE
BENAY;02440;AISNE
BENAYES;19510;CORREZE
BENDEJUN;06390;ALPES MARITIMES
BENDORF;68480;HAUT RHIN
BENEJACQ;64800;PYRENEES ATLANTIQUES
BENERVILLE SUR MER;14910;CALVADOS
BENESSE LES DAX;40180;LANDES
BENESSE MAREMNE;40230;LANDES
BENEST;16350;CHARENTE
BENESTROFF;57670;MOSELLE
BENESVILLE;76560;SEINE MARITIME
BENET;85490;VENDEE
BENEUVRE;21290;COTE D'OR
BENEVENT ET CHARBILLAC;05500;HAUTES ALPES
BENEVENT L ABBAYE;23210;CREUSE
BENEY EN WOEVRE;55210;MEUSE
BENFELD;67230;BAS RHIN
BENGY SUR CRAON;18520;CHER
BENIFONTAINE;62410;PAS DE CALAIS
BENING LES ST AVOLD;57800;MOSELLE
BENIVAY OLLON;26170;DROME
BENNECOURT;78270;YVELINES
BENNETOT;76640;SEINE MARITIME
BENNEY;54740;MEURTHE ET MOSELLE
BENNWIHR;68630;HAUT RHIN
BENNWIHR GARE;68126;HAUT RHIN
BENODET;29950;FINISTERE
BENOISEY;21500;COTE D'OR
BENOITVILLE;50340;MANCHE
BENON;17170;CHARENTE MARITIME
BENONCES;01470;AIN
BENOUVILLE;76790;SEINE MARITIME
BENOUVILLE;14970;CALVADOS
BENQUE;31420;HAUTE GARONNE
BENQUE;65130;HAUTES PYRENEES
BENQUE DESSOUS DESSUS;31110;HAUTE GARONNE
BENQUET;40280;LANDES
BENTAYOU SEREE;64460;PYRENEES ATLANTIQUES
BENY;01370;AIN
BENY SUR MER;14440;CALVADOS
BEON;89410;YONNE
BEON;01350;AIN
BEOST;64440;PYRENEES ATLANTIQUES
BERAT;31370;HAUTE GARONNE
BERAUT;32100;GERS
BERBERUST LIAS;65100;HAUTES PYRENEES
BERBEZIT;43160;HAUTE LOIRE
BERBIGUIERES;24220;DORDOGNE
BERC;48200;LOZERE
BERCENAY EN OTHE;10190;AUBE
BERCENAY LE HAYER;10290;AUBE
BERCHE;25420;DOUBS
BERCHERES LES PIERRES;28630;EURE ET LOIR
BERCHERES ST GERMAIN;28300;EURE ET LOIR
BERCHERES SUR VESGRE;28560;EURE ET LOIR
BERCK;62600;PAS DE CALAIS
BERCLOUX;17770;CHARENTE MARITIME
BERD HUIS;61340;ORNE
BERDOUES;32300;GERS
BERELLES;59740;NORD
BERENGEVILLE LA CAMPAGNE;27110;EURE
BERENTZWILLER;68130;HAUT RHIN
BERENX;64300;PYRENEES ATLANTIQUES
BEREZIAT;01340;AIN
BERFAY;72320;SARTHE
BERG;67320;BAS RHIN
BERG SUR MOSELLE;57570;MOSELLE
BERGANTY;46090;LOT
BERGBIETEN;67310;BAS RHIN
BERGERAC;24100;DORDOGNE
BERGERES;10200;AUBE
BERGERES LES VERTUS;51130;MARNE
BERGERES SOUS MONTMIRAIL;51210;MARNE
BERGESSERIN;71250;SAONE ET LOIRE
BERGESSERIN LA CHATELAINE;71250;SAONE ET LOIRE
BERGHEIM;68750;HAUT RHIN
BERGHOLTZ;68500;HAUT RHIN
BERGHOLTZ ZELL;68500;HAUT RHIN
BERGICOURT;80290;SOMME
BERGNICOURT;08300;ARDENNES
BERGONNE;63500;PUY DE DOME
BERGOUEY;40250;LANDES
BERGOUEY VILLENAVE;64270;PYRENEES ATLANTIQUES
BERGUENEUSE;62134;PAS DE CALAIS
BERGUES;59380;NORD
BERGUES SUR SAMBRE;02450;AISNE
BERGUETTE;62330;PAS DE CALAIS
BERHET;22140;COTES D'ARMOR
BERIG VINTRANGE;57660;MOSELLE
BERIGNY;50810;MANCHE
BERJOU;61430;ORNE
BERLAIMONT;59145;NORD
BERLANCOURT;02250;AISNE
BERLANCOURT;60640;OISE
BERLATS;81260;TARN
BERLENCOURT LE CAUROY;62810;PAS DE CALAIS
BERLES AU BOIS;62123;PAS DE CALAIS
BERLES MONCHEL;62690;PAS DE CALAIS
BERLING;57370;MOSELLE
BERLISE;02340;AISNE
BERLOU;34360;HERAULT
BERMERAIN;59213;NORD
BERMERICOURT;51220;MARNE
BERMERIES;59570;NORD
BERMERING;57340;MOSELLE
BERMESNIL;80140;SOMME
BERMICOURT;62130;PAS DE CALAIS
BERMONT;90400;TERRITOIRE DE BELFORT
BERMONVILLE;76640;SEINE MARITIME
BERNAC;81150;TARN
BERNAC;16700;CHARENTE
BERNAC DEBAT;65360;HAUTES PYRENEES
BERNAC DESSUS;65360;HAUTES PYRENEES
BERNADETS;64160;PYRENEES ATLANTIQUES
BERNADETS DEBAT;65220;HAUTES PYRENEES
BERNADETS DESSUS;65190;HAUTES PYRENEES
BERNARDSWILLER;67210;BAS RHIN
BERNARDVILLE;67140;BAS RHIN
BERNATRE;80370;SOMME
BERNAVILLE;80370;SOMME
BERNAY;27300;EURE
BERNAY;72240;SARTHE
BERNAY EN PONTHIEU;80120;SOMME
BERNAY ST MARTIN;17330;CHARENTE MARITIME
BERNAY VILBERT;77540;SEINE ET MARNE
BERNE;56240;MORBIHAN
BERNECOURT;54470;MEURTHE ET MOSELLE
BERNEDE;32400;GERS
BERNES;80240;SOMME
BERNES SUR OISE;95340;VAL D'OISE
BERNESQ;14710;CALVADOS
BERNEUIL;87300;HAUTE VIENNE
BERNEUIL;17460;CHARENTE MARITIME
BERNEUIL;80620;SOMME
BERNEUIL;16480;CHARENTE
BERNEUIL EN BRAY;60390;OISE
BERNEUIL SUR AISNE;60350;OISE
BERNEVAL LE GRAND;76370;SEINE MARITIME
BERNEVILLE;62123;PAS DE CALAIS
BERNEX;74500;HAUTE SAVOIE
BERNICA;97435;REUNION
BERNIENVILLE;27180;EURE
BERNIERES;76210;SEINE MARITIME
BERNIERES D AILLY;14170;CALVADOS
BERNIERES LE PATRY;14410;CALVADOS
BERNIERES SUR MER;14990;CALVADOS
BERNIERES SUR SEINE;27700;EURE
BERNIEULLES;62170;PAS DE CALAIS
BERNIN;38190;ISERE
BERNIS;30620;GARD
BERNOLSHEIM;67170;BAS RHIN
BERNON;10130;AUBE
BERNOS BEAULAC;33430;GIRONDE
BERNOT;02120;AISNE
BERNOUIL;89360;YONNE
BERNOUVILLE;27660;EURE
BERNWILLER;68210;HAUT RHIN
BERNY EN SANTERRE;80200;SOMME
BERNY RIVIERE;02290;AISNE
BEROU LA MULOTIERE;28270;EURE ET LOIR
BERRAC;32480;GERS
BERRE L ETANG;13130;BOUCHES DU RHONE
BERRE LES ALPES;06390;ALPES MARITIMES
BERRIAC;11090;AUDE
BERRIAS ET CASTELJAU;07460;ARDECHE
BERRIC;56230;MORBIHAN
BERRIE;86120;VIENNE
BERRIEN;29690;FINISTERE
BERRIEUX;02820;AISNE
BERROGAIN LARUNS;64130;PYRENEES ATLANTIQUES
BERRU;51420;MARNE
BERRWILLER;68500;HAUT RHIN
BERRY AU BAC;02190;AISNE
BERRY BOUY;18500;CHER
BERSAC SUR RIVALIER;87370;HAUTE VIENNE
BERSAILLIN;39800;JURA
BERSEE;59235;NORD
BERSILLIES;59600;NORD
BERSON;33390;GIRONDE
BERSTETT;67370;BAS RHIN
BERSTHEIM;67170;BAS RHIN
BERT;03130;ALLIER
BERTANGLES;80260;SOMME
BERTAUCOURT EPOURDON;02800;AISNE
BERTEAUCOURT LES DAMES;80850;SOMME
BERTEAUCOURT LES THENNES;80110;SOMME
BERTHEAUVILLE;76450;SEINE MARITIME
BERTHECOURT;60370;OISE
BERTHEGON;86420;VIENNE
BERTHELANGE;25410;DOUBS
BERTHELMING;57930;MOSELLE
BERTHEN;59270;NORD
BERTHENAY;37510;INDRE ET LOIRE
BERTHENICOURT;02240;AISNE
BERTHENONVILLE;27630;EURE
BERTHEZ;33124;GIRONDE
BERTHOLENE;12310;AVEYRON
BERTHOUVILLE;27800;EURE
BERTIGNAT;63480;PUY DE DOME
BERTIGNOLLES;10110;AUBE
BERTINCOURT;62124;PAS DE CALAIS
BERTONCOURT;08300;ARDENNES
BERTRAMBOIS;54480;MEURTHE ET MOSELLE
BERTRAMEIX;54490;MEURTHE ET MOSELLE
BERTRANCOURT;80560;SOMME
BERTRANGE;57310;MOSELLE
BERTRE;81700;TARN
BERTREN;65370;HAUTES PYRENEES
BERTREVILLE;76450;SEINE MARITIME
BERTREVILLE ST OUEN;76590;SEINE MARITIME
BERTRIC BUREE;24320;DORDOGNE
BERTRICHAMPS;54120;MEURTHE ET MOSELLE
BERTRICOURT;02190;AISNE
BERTRIMONT;76890;SEINE MARITIME
BERTRIMOUTIER;88520;VOSGES
BERTRY;59980;NORD
BERU;89700;YONNE
BERUGES;86190;VIENNE
BERULLE;10160;AUBE
BERUS;72610;SARTHE
BERVILLE;76560;SEINE MARITIME
BERVILLE;95810;VAL D'OISE
BERVILLE;14170;CALVADOS
BERVILLE EN ROUMOIS;27520;EURE
BERVILLE LA CAMPAGNE;27170;EURE
BERVILLE SUR MER;27210;EURE
BERVILLE SUR SEINE;76480;SEINE MARITIME
BERVILLER EN MOSELLE;57550;MOSELLE
BERZE LA VILLE;71960;SAONE ET LOIRE
BERZE LE CHATEL;71960;SAONE ET LOIRE
BERZEME;07580;ARDECHE
BERZET;63122;PUY DE DOME
BERZIEUX;51800;MARNE
BERZY LE SEC;02200;AISNE
BESAIN;39800;JURA
BESANCON;25000;DOUBS
BESAYES;26300;DROME
BESCAT;64260;PYRENEES ATLANTIQUES
BESIGNAN;26110;DROME
BESINGRAND;64150;PYRENEES ATLANTIQUES
BESLE SUR VILAINE;44290;LOIRE ATLANTIQUE
BESLON;50800;MANCHE
BESME;02300;AISNE
BESMONT;02500;AISNE
BESNANS;70230;HAUTE SAONE
BESNE;44160;LOIRE ATLANTIQUE
BESNEVILLE;50390;MANCHE
BESNY ET LOIZY;02870;AISNE
BESSAC;16250;CHARENTE
BESSAIS LE FROMENTAL;18210;CHER
BESSAMOREL;43200;HAUTE LOIRE
BESSAN;34550;HERAULT
BESSANCOURT;95550;VAL D'OISE
BESSANS;73480;SAVOIE
BESSAS;07150;ARDECHE
BESSAY;85320;VENDEE
BESSAY SUR ALLIER;03340;ALLIER
BESSE;15140;CANTAL
BESSE;24550;DORDOGNE
BESSE;38142;ISERE
BESSE;16140;CHARENTE
BESSE ET ST ANASTAISE;63610;PUY DE DOME
BESSE SUR BRAYE;72310;SARTHE
BESSE SUR ISSOLE;83890;VAR
BESSEDE DE SAULT;11140;AUDE
BESSEGES;30160;GARD
BESSENAY;69690;RHONE
BESSENS;82170;TARN ET GARONNE
BESSET;09500;ARIEGE
BESSEY;42520;LOIRE
BESSEY EN CHAUME;21360;COTE D'OR
BESSEY LA COUR;21360;COTE D'OR
BESSEY LES CITEAUX;21110;COTE D'OR
BESSIERES;31660;HAUTE GARONNE
BESSINES;79000;DEUX SEVRES
BESSINES SUR GARTEMPE;87250;HAUTE VIENNE
BESSINS;38160;ISERE
BESSON;03210;ALLIER
BESSONCOURT;90160;TERRITOIRE DE BELFORT
BESSONIES;46210;LOT
BESSUEJOULS;12500;AVEYRON
BESSY;10170;AUBE
BESSY SUR CURE;89270;YONNE
BESTIAC;09250;ARIEGE
BETAILLE;46110;LOT
BETAUCOURT;70500;HAUTE SAONE
BETBEZE;65230;HAUTES PYRENEES
BETBEZER D ARMAGNAC;40240;LANDES
BETCAVE AGUIN;32420;GERS
BETCHAT;09160;ARIEGE
BETETE;23270;CREUSE
BETHANCOURT EN VALOIS;60129;OISE
BETHANCOURT EN VAUX;02300;AISNE
BETHELAINVILLE;55100;MEUSE
BETHEMONT LA FORET;95840;VAL D'OISE
BETHENCOURT;59540;NORD
BETHENCOURT SUR MER;80530;SOMME
BETHENCOURT SUR SOMME;80190;SOMME
BETHENIVILLE;51490;MARNE
BETHENY;51450;MARNE
BETHINCOURT;55270;MEUSE
BETHINES;86310;VIENNE
BETHISY ST MARTIN;60320;OISE
BETHISY ST PIERRE;60320;OISE
BETHMALE;09800;ARIEGE
BETHON;51260;MARNE
BETHON;72610;SARTHE
BETHONCOURT;25200;DOUBS
BETHONSART;62690;PAS DE CALAIS
BETHONVILLIERS;90150;TERRITOIRE DE BELFORT
BETHONVILLIERS;28330;EURE ET LOIR
BETHUNE;62400;PAS DE CALAIS
BETIGNICOURT;10500;AUBE
BETON BAZOCHES;77320;SEINE ET MARNE
BETONCOURT LES BROTTE;70300;HAUTE SAONE
BETONCOURT LES MENETRIERS;70120;HAUTE SAONE
BETONCOURT ST PANCRAS;70210;HAUTE SAONE
BETONCOURT SUR MANCE;70500;HAUTE SAONE
BETOUS;32110;GERS
BETPLAN;32730;GERS
BETPOUEY;65120;HAUTES PYRENEES
BETPOUY;65230;HAUTES PYRENEES
BETRACQ;64350;PYRENEES ATLANTIQUES
BETSCHDORF;67660;BAS RHIN
BETTAINCOURT SUR ROGNON;52270;HAUTE MARNE
BETTAINVILLERS;54640;MEURTHE ET MOSELLE
BETTANCOURT LA FERREE;52100;HAUTE MARNE
BETTANCOURT LA LONGUE;51330;MARNE
BETTANGE;57220;MOSELLE
BETTANT;01500;AIN
BETTBORN;57930;MOSELLE
BETTEGNEY ST BRICE;88450;VOSGES
BETTELAINVILLE;57640;MOSELLE
BETTEMBOS;80590;SOMME
BETTENCOURT RIVIERE;80270;SOMME
BETTENCOURT ST OUEN;80610;SOMME
BETTENDORF;68560;HAUT RHIN
BETTES;65130;HAUTES PYRENEES
BETTEVILLE;76190;SEINE MARITIME
BETTIGNIES;59600;NORD
BETTING LES ST AVOLD;57800;MOSELLE
BETTLACH;68480;HAUT RHIN
BETTON;35830;ILLE ET VILAINE
BETTON BETTONET;73390;SAVOIE
BETTONCOURT;88500;VOSGES
BETTONCOURT LE HAUT;52230;HAUTE MARNE
BETTRECHIES;59570;NORD
BETTVILLER;57410;MOSELLE
BETTWILLER;67320;BAS RHIN
BETZ;60620;OISE
BETZ LE CHATEAU;37600;INDRE ET LOIRE
BEUABOURG;77183;SEINE ET MARNE
BEUGIN;62150;PAS DE CALAIS
BEUGNATRE;62450;PAS DE CALAIS
BEUGNEUX;02210;AISNE
BEUGNIES;59216;NORD
BEUGNON;89570;YONNE
BEUGNY;62124;PAS DE CALAIS
BEUIL;06470;ALPES MARITIMES
BEULOTTE ST LAURENT;70310;HAUTE SAONE
BEURE;25720;DOUBS
BEUREY;10140;AUBE
BEUREY BAUGUAY;21320;COTE D'OR
BEUREY SUR SAULX;55000;MEUSE
BEURIERES;63220;PUY DE DOME
BEURIZOT;21350;COTE D'OR
BEURLAY;17250;CHARENTE MARITIME
BEURVILLE;52110;HAUTE MARNE
BEUSSENT;62170;PAS DE CALAIS
BEUSTE;64800;PYRENEES ATLANTIQUES
BEUTAL;25250;DOUBS
BEUTIN;62170;PAS DE CALAIS
BEUVARDES;02130;AISNE
BEUVEILLE;54620;MEURTHE ET MOSELLE
BEUVEZIN;54115;MEURTHE ET MOSELLE
BEUVILLERS;14100;CALVADOS
BEUVILLERS;54560;MEURTHE ET MOSELLE
BEUVRAGES;59192;NORD
BEUVRAIGNES;80700;SOMME
BEUVREQUEN;62250;PAS DE CALAIS
BEUVRIGNY;50420;MANCHE
BEUVRON;58210;NIEVRE
BEUVRON EN AUGE;14430;CALVADOS
BEUVRY;62660;PAS DE CALAIS
BEUVRY LA FORET;59310;NORD
BEUX;57580;MOSELLE
BEUXES;86120;VIENNE
BEUZEC CAP SIZUN;29790;FINISTERE
BEUZEVILLE;27210;EURE
BEUZEVILLE AU PLAIN;50480;MANCHE
BEUZEVILLE LA BASTILLE;50360;MANCHE
BEUZEVILLE LA GRENIER;76210;SEINE MARITIME
BEUZEVILLE LA GUERARD;76450;SEINE MARITIME
BEUZEVILLETTE;76210;SEINE MARITIME
BEVENAIS;38690;ISERE
BEVEUGE;70110;HAUTE SAONE
BEVILLE LE COMTE;28700;EURE ET LOIR
BEVILLERS;59217;NORD
BEVONS;04200;ALPES DE HAUTE PROVENCE
BEVY;21220;COTE D'OR
BEY;01290;AIN
BEY;71620;SAONE ET LOIRE
BEY SUR SEILLE;54760;MEURTHE ET MOSELLE
BEYCHAC ET CAILLAU;33750;GIRONDE
BEYLONGUE;40370;LANDES
BEYNAC;87700;HAUTE VIENNE
BEYNAC ET CAZENAC;24220;DORDOGNE
BEYNAT;19190;CORREZE
BEYNES;04270;ALPES DE HAUTE PROVENCE
BEYNES;78650;YVELINES
BEYNOST;01700;AIN
BEYREDE JUMET;65410;HAUTES PYRENEES
BEYREN LES SIERCK;57570;MOSELLE
BEYRIE EN BEARN;64230;PYRENEES ATLANTIQUES
BEYRIE SUR JOYEUSE;64120;PYRENEES ATLANTIQUES
BEYRIES;40700;LANDES
BEYSSAC;19230;CORREZE
BEYSSENAC;19230;CORREZE
BEZ ET ESPARON;30120;GARD
BEZAC;09100;ARIEGE
BEZALLES;77970;SEINE ET MARNE
BEZANCOURT;76220;SEINE MARITIME
BEZANGE LA GRANDE;54370;MEURTHE ET MOSELLE
BEZANGE LA PETITE;57630;MOSELLE
BEZANNES;51430;MARNE
BEZAUDUN LES ALPES;06510;ALPES MARITIMES
BEZAUDUN SUR BINE;26460;DROME
BEZAUMONT;54380;MEURTHE ET MOSELLE
BEZE;21310;COTE D'OR
BEZENAC;24220;DORDOGNE
BEZENET;03170;ALLIER
BEZERIL;32130;GERS
BEZIERS;34500;HERAULT
BEZINGHEM;62650;PAS DE CALAIS
BEZINS GARRAUX;31440;HAUTE GARONNE
BEZOLLES;32310;GERS
BEZONS;95870;VAL D'OISE
BEZOUCE;30320;GARD
BEZOUOTTE;21310;COTE D'OR
BEZU LA FORET;27480;EURE
BEZU LE GUERY;02310;AISNE
BEZU ST ELOI;27660;EURE
BEZU ST GERMAIN;02400;AISNE
BEZUES BAJON;32140;GERS
BIACHE ST VAAST;62118;PAS DE CALAIS
BIACHES;80200;SOMME
BIANS LES USIERS;25520;DOUBS
BIARD;86000;VIENNE
BIARNE;39290;JURA
BIAROTTE;40390;LANDES
BIARRE;80190;SOMME
BIARRITZ;64200;PYRENEES ATLANTIQUES
BIARS SUR CERE;46130;LOT
BIAS;47300;LOT ET GARONNE
BIAS;40170;LANDES
BIAUDOS;40390;LANDES
BIBICHE;57320;MOSELLE
BIBLISHEIM;67360;BAS RHIN
BIBOST;69690;RHONE
BICHANCOURT;02300;AISNE
BICHES;58110;NIEVRE
BICKENHOLTZ;57370;MOSELLE
BICQUELEY;54200;MEURTHE ET MOSELLE
BIDACHE;64520;PYRENEES ATLANTIQUES
BIDARRAY;64780;PYRENEES ATLANTIQUES
BIDART;64210;PYRENEES ATLANTIQUES
BIDESTROFF;57260;MOSELLE
BIDING;57660;MOSELLE
BIDON;07700;ARDECHE
BIDOS;64400;PYRENEES ATLANTIQUES
BIECOURT;88170;VOSGES
BIEDERTHAL;68480;HAUT RHIN
BIEF;25190;DOUBS
BIEF DES MAISONS;39150;JURA
BIEF DU FOURG;39250;JURA
BIEFMORIN;39800;JURA
BIEFVILLERS LES BAPAUME;62450;PAS DE CALAIS
BIELLE;64260;PYRENEES ATLANTIQUES
BIENCOURT;80140;SOMME
BIENCOURT SUR ORGE;55290;MEUSE
BIENVILLE;52410;HAUTE MARNE
BIENVILLE;60200;OISE
BIENVILLE LA PETITE;54300;MEURTHE ET MOSELLE
BIENVILLERS AU BOIS;62111;PAS DE CALAIS
BIERMES;08300;ARDENNES
BIERMONT;60490;OISE
BIERNE;59380;NORD
BIERNE;53290;MAYENNE
BIERNES;52330;HAUTE MARNE
BIERRE LES SEMUR;21390;COTE D'OR
BIERRY LES BELLES FONTAIN;89420;YONNE
BIERT;09320;ARIEGE
BIERVILLE;76750;SEINE MARITIME
BIESHEIM;68600;HAUT RHIN
BIESLES;52340;HAUTE MARNE
BIETLENHEIM;67720;BAS RHIN
BIEUJAC;33210;GIRONDE
BIEUXY;02290;AISNE
BIEUZY;56310;MORBIHAN
BIEUZY LANVAUX;56330;MORBIHAN
BIEVILLE;50160;MANCHE
BIEVILLE BEUVILLE;14112;CALVADOS
BIEVILLE EN AUGE;14270;CALVADOS
BIEVILLE QUETIEVILLE;14270;CALVADOS
BIEVILLE SUR ORNE;14112;CALVADOS
BIEVRES;02860;AISNE
BIEVRES;91570;ESSONNE
BIEVRES;08370;ARDENNES
BIFFONTAINE;88430;VOSGES
BIGANOS;33380;GIRONDE
BIGNAC;16170;CHARENTE
BIGNAN;56500;MORBIHAN
BIGNAY;17400;CHARENTE MARITIME
BIGNICOURT;08310;ARDENNES
BIGNICOURT SUR MARNE;51300;MARNE
BIGNICOURT SUR SAULX;51340;MARNE
BIGNOUX;86800;VIENNE
BIGNY VALLENAY;18190;CHER
BIGORNO;20252;CORSE
BIGUGLIA;20620;CORSE
BIHOREL;76420;SEINE MARITIME
BIHUCOURT;62121;PAS DE CALAIS
BILAZAIS;79100;DEUX SEVRES
BILHERES;64260;PYRENEES ATLANTIQUES
BILIA;20100;CORSE
BILIEU;38850;ISERE
BILLAC;19120;CORREZE
BILLANCELLES;28190;EURE ET LOIR
BILLANCOURT;80190;SOMME
BILLE;35133;ILLE ET VILAINE
BILLECUL;39250;JURA
BILLERE;64140;PYRENEES ATLANTIQUES
BILLEY;21130;COTE D'OR
BILLEZOIS;03120;ALLIER
BILLIAT;01200;AIN
BILLIEME;73170;SAVOIE
BILLIERE;31110;HAUTE GARONNE
BILLIERS;56190;MORBIHAN
BILLIO;56420;MORBIHAN
BILLOM;63160;PUY DE DOME
BILLY;41130;LOIR ET CHER
BILLY;03260;ALLIER
BILLY;14370;CALVADOS
BILLY BERCLAU;62138;PAS DE CALAIS
BILLY CHEVANNES;58270;NIEVRE
BILLY LE GRAND;51400;MARNE
BILLY LES CHANCEAUX;21450;COTE D'OR
BILLY MONTIGNY;62420;PAS DE CALAIS
BILLY SOUS LES COTES;55210;MEUSE
BILLY SOUS MANGIENNES;55230;MEUSE
BILLY SUR AISNE;02200;AISNE
BILLY SUR OISY;58500;NIEVRE
BILLY SUR OURCQ;02210;AISNE
BILWISHEIM;67170;BAS RHIN
BILZHEIM;68250;HAUT RHIN
